1618576667.5220733,20.0,20.7
1618576667.5332925,0.0,20.7
1618576667.5444415,0.0,20.7
1618576667.5555837,0.0,20.7
1618576667.566795,0.0,20.7
1618576667.5779166,0.0,20.7
1618576667.589212,0.0,20.7
1618576667.6004477,0.0,20.7
1618576667.6117778,20.0,20.7
1618576667.6230068,0.0,20.7
1618576667.6341631,0.0,20.7
1618576667.645482,0.0,20.7
1618576667.6566896,0.0,20.7
1618576667.668056,0.0,20.7
1618576667.6792293,0.0,20.7
1618576667.6903417,0.0,20.7
1618576667.701835,0.0,20.7
1618576667.7131622,0.0,20.7
1618576667.7245588,25.0,20.7
1618576667.7358,0.0,20.7
1618576667.7469847,0.0,20.7
1618576667.7581384,0.0,20.7
1618576667.7695427,0.0,20.7
1618576667.780694,0.0,20.7
1618576667.7919812,20.0,20.7
1618576667.8031578,0.0,20.7
1618576667.8143356,0.0,20.7
1618576667.8256793,20.0,20.7
1618576667.837086,0.0,20.7
1618576667.8482916,20.0,20.7
1618576667.8595164,0.0,20.7
1618576667.8706355,0.0,20.7
1618576667.8816962,0.0,20.7
1618576667.8927677,25.0,20.7
1618576667.9039671,0.0,20.7
1618576667.9150586,0.0,20.7
1618576667.926108,0.0,20.7
1618576667.9372568,0.0,20.7
1618576667.9484465,0.0,20.7
1618576667.9596772,0.0,20.7
1618576667.9708147,0.0,20.7
1618576667.981876,0.0,20.7
1618576667.993032,0.0,20.7
1618576668.004103,0.0,20.7
1618576668.0154722,0.0,20.7
1618576668.026628,20.0,20.7
1618576668.03785,0.0,20.7
1618576668.0492442,0.0,20.7
1618576668.0605927,0.0,20.7
1618576668.0717475,0.0,20.7
1618576668.082922,0.0,20.7
1618576668.0940688,20.0,20.7
1618576668.105322,0.0,20.7
1618576668.116641,0.0,20.7
1618576668.1279175,25.0,20.7
1618576668.1390817,0.0,20.7
1618576668.1502094,0.0,20.7
1618576668.1615877,20.0,20.7
1618576668.1726894,0.0,20.7
1618576668.1839411,0.0,20.7
1618576668.1950266,0.0,20.7
1618576668.2061427,0.0,20.7
1618576668.2173924,0.0,20.7
1618576668.228485,0.0,20.7
1618576668.2395017,25.0,20.7
1618576668.2504768,0.0,20.7
1618576668.2615778,0.0,20.7
1618576668.2726705,0.0,20.7
1618576668.2839038,0.0,20.7
1618576668.2950292,0.0,20.7
1618576668.3060596,0.0,20.7
1618576668.3173003,20.0,20.7
1618576668.3284473,0.0,20.7
1618576668.3396952,0.0,20.7
1618576668.3509738,0.0,20.7
1618576668.3620682,0.0,20.7
1618576668.3732486,0.0,20.7
1618576668.3842819,0.0,20.7
1618576668.3954537,0.0,20.7
1618576668.4067066,0.0,20.7
1618576668.4178703,0.0,20.7
1618576668.429076,20.0,20.7
1618576668.4401574,20.0,20.7
1618576668.4512568,0.0,20.7
1618576668.462581,0.0,20.7
1618576668.473796,0.0,20.7
1618576668.4851177,0.0,20.7
1618576668.4961526,0.0,20.7
1618576668.507267,20.0,20.7
1618576668.518497,0.0,20.7
1618576668.5297668,0.0,20.7
1618576668.5409863,0.0,20.7
1618576668.5520885,0.0,20.7
1618576668.5632012,25.0,20.7
1618576668.5741873,0.0,20.7
1618576668.585513,0.0,20.7
1618576668.5965452,0.0,20.7
1618576668.6076834,0.0,20.7
1618576668.6188622,0.0,20.7
1618576668.630016,0.0,20.7
1618576668.6411576,20.0,20.7
1618576668.6522415,0.0,20.7
1618576668.6633582,0.0,20.7
1618576668.6744473,0.0,20.7
1618576668.6867251,0.0,20.7
1618576668.697705,0.0,20.7
1618576668.708842,20.0,20.7
1618576668.7200463,0.0,20.7
1618576668.7311993,0.0,20.7
1618576668.7422674,20.0,20.7
1618576668.7535994,0.0,20.7
1618576668.7647262,0.0,20.7
1618576668.7759514,20.0,20.7
1618576668.787055,0.0,20.7
1618576668.798096,0.0,20.7
1618576668.8092833,0.0,20.7
1618576668.8203437,0.0,20.7
1618576668.831593,25.0,20.7
1618576668.842825,0.0,20.7
1618576668.8539655,0.0,20.7
1618576668.8651736,0.0,20.7
1618576668.8762574,0.0,20.7
1618576668.8874931,0.0,20.7
1618576668.8986967,0.0,20.7
1618576668.9098678,0.0,20.7
1618576668.9210222,0.0,20.7
1618576668.9321296,0.0,20.7
1618576668.9433029,20.0,20.7
1618576668.9545403,0.0,20.7
1618576668.9656448,0.0,20.7
1618576668.9767237,0.0,20.7
1618576668.9879522,0.0,20.7
1618576668.999022,0.0,20.7
1618576669.010139,0.0,20.7
1618576669.0214756,0.0,20.7
1618576669.032577,0.0,20.7
1618576669.0437727,0.0,20.7
1618576669.0549035,20.0,20.7
1618576669.0660455,0.0,20.7
1618576669.0772119,0.0,20.7
1618576669.0883362,0.0,20.7
1618576669.0994296,0.0,20.7
1618576669.1105638,0.0,20.7
1618576669.1216774,0.0,20.7
1618576669.1328368,0.0,20.7
1618576669.1440215,0.0,20.7
1618576669.1550992,0.0,20.7
1618576669.1662316,20.0,20.7
1618576669.1775312,0.0,20.7
1618576669.1886525,0.0,20.7
1618576669.1998787,0.0,20.7
1618576669.2110093,0.0,20.7
1618576669.2220845,0.0,20.7
1618576669.2333112,0.0,20.7
1618576669.2444332,0.0,20.7
1618576669.2554896,20.0,20.7
1618576669.2664905,0.0,20.7
1618576669.2776458,20.0,20.7
1618576669.288795,0.0,20.7
1618576669.3000185,0.0,20.7
1618576669.3111026,0.0,20.7
1618576669.3222165,0.0,20.7
1618576669.3334389,0.0,20.7
1618576669.3446186,0.0,20.7
1618576669.3558407,0.0,20.7
1618576669.3669853,0.0,20.7
1618576669.3781278,0.0,20.7
1618576669.3894722,0.0,20.7
1618576669.400616,20.0,20.7
1618576669.4116807,0.0,20.7
1618576669.422824,0.0,20.7
1618576669.4339051,0.0,20.7
1618576669.4451256,0.0,20.7
1618576669.456216,20.0,20.7
1618576669.4674098,0.0,20.7
1618576669.478547,0.0,20.7
1618576669.4897108,0.0,20.7
1618576669.5009987,0.0,20.7
1618576669.5121126,0.0,20.7
1618576669.5232048,0.0,20.7
1618576669.5341322,0.0,20.7
1618576669.54524,0.0,20.7
1618576669.556301,0.0,20.7
1618576669.5673563,0.0,20.7
1618576669.5785801,0.0,20.7
1618576669.589668,0.0,20.7
1618576669.6007578,0.0,20.7
1618576669.6119933,0.0,20.7
1618576669.623126,40.0,20.7
1618576669.6342218,0.0,20.7
1618576669.6455271,0.0,20.7
1618576669.65671,0.0,20.7
1618576669.667911,0.0,20.7
1618576669.6789477,0.0,20.7
1618576669.6900508,0.0,20.7
1618576669.7012956,0.0,20.7
1618576669.7123306,0.0,20.7
1618576669.723558,0.0,20.7
1618576669.7345858,20.0,20.7
1618576669.7456658,0.0,20.7
1618576669.7567801,0.0,20.7
1618576669.767993,0.0,20.7
1618576669.7791464,0.0,20.7
1618576669.7902787,0.0,20.7
1618576669.8015566,0.0,20.7
1618576669.8126574,0.0,20.7
1618576669.8238711,0.0,20.7
1618576669.8349934,0.0,20.7
1618576669.8460245,0.0,20.7
1618576669.8572319,0.0,20.7
1618576669.8682554,0.0,20.7
1618576669.8792953,0.0,20.7
1618576669.8904388,0.0,20.7
1618576669.901636,20.0,20.7
1618576669.9127429,0.0,20.7
1618576669.9239378,0.0,20.7
1618576669.935055,0.0,20.7
1618576669.946167,0.0,20.7
1618576669.9572904,0.0,20.7
1618576669.9683146,0.0,20.7
1618576669.979329,0.0,20.7
1618576669.9905431,0.0,20.7
1618576670.0016692,0.0,20.7
1618576670.0128593,0.0,20.7
1618576670.0240204,0.0,20.7
1618576670.03506,0.0,20.7
1618576670.0461507,0.0,20.7
1618576670.0573497,0.0,20.7
1618576670.0683558,20.0,20.7
1618576670.0794597,0.0,20.7
1618576670.0906172,0.0,20.7
1618576670.1017914,0.0,20.7
1618576670.1130846,0.0,20.7
1618576670.1241376,0.0,20.7
1618576670.1352832,20.0,20.7
1618576670.1463616,0.0,20.7
1618576670.157645,0.0,20.7
1618576670.1688516,0.0,20.7
1618576670.1802049,20.0,20.7
1618576670.1914814,0.0,20.7
1618576670.202518,0.0,20.7
1618576670.2137377,0.0,20.7
1618576670.2250657,0.0,20.7
1618576670.236112,0.0,20.7
1618576670.2472482,0.0,20.7
1618576670.2584527,0.0,20.7
1618576670.2696412,0.0,20.7
1618576670.2807717,0.0,20.7
1618576670.2921236,0.0,20.7
1618576670.3031745,0.0,20.7
1618576670.3141723,0.0,20.7
1618576670.3255055,0.0,20.7
1618576670.3366356,0.0,20.7
1618576670.3478267,20.0,20.7
